1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ7ï\Å@èZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—1ê¢ë—ìñÇΩÇËêlàı Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,1ê¢ë—ìñÇΩÇËêlàı,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv
2517,"25213","0370","2","","","","é†âÍåß","ìåãﬂç]és","åöïîä¢âÆéõí¨","",112,110,110,103,-,5,2,-,2,-,303,299,299,285,-,10,4,-,4,-,2.7053571429,2.7181818182,2.7181818182,2.7669902913,-,2.0000000000,2.0000000000,-,2.0000000000,-
2518,"25213","0380","2","","","","é†âÍåß","ìåãﬂç]és","åöïîâ∫ñÏí¨","",75,74,74,71,-,3,-,-,1,-,260,258,258,248,-,10,-,-,2,-,3.4666666667,3.4864864865,3.4864864865,3.4929577465,-,3.3333333333,-,-,2.0000000000,-
2519,"25213","0390","2","","","","é†âÍåß","ìåãﬂç]és","åöïîè„íÜí¨","",81,79,79,63,-,16,-,-,2,-,277,268,268,238,-,30,-,-,9,-,3.4197530864,3.3924050633,3.3924050633,3.7777777778,-,1.8750000000,-,-,4.5000000000,-
2520,"25213","0400","2","","","","é†âÍåß","ìåãﬂç]és","åöïîñkí¨","",89,72,70,69,-,1,-,2,17,-,217,200,197,191,-,6,-,3,17,-,2.4382022472,2.7777777778,2.8142857143,2.7681159420,-,6.0000000000,-,1.5000000000,1.0000000000,-
2521,"25213","0410","2","","","","é†âÍåß","ìåãﬂç]és","åöïîç‰í¨","",331,308,304,205,-,93,6,4,23,-,810,785,780,599,-,166,15,5,25,-,2.4471299094,2.5487012987,2.5657894737,2.9219512195,-,1.7849462366,2.5000000000,1.2500000000,1.0869565217,-
2522,"25213","0420","2","","","","é†âÍåß","ìåãﬂç]és","åöïîìÏí¨","",67,67,66,59,-,7,-,1,-,-,193,193,191,180,-,11,-,2,-,-,2.8805970149,2.8805970149,2.8939393939,3.0508474576,-,1.5714285714,-,2.0000000000,-,-
2523,"25213","0430","2","","","","é†âÍåß","ìåãﬂç]és","âhí¨","",161,160,158,102,-,53,3,2,1,-,389,388,385,288,-,94,3,3,1,-,2.4161490683,2.4250000000,2.4367088608,2.8235294118,-,1.7735849057,1.0000000000,1.5000000000,1.0000000000,-
2524,"25213","0440","2","","","","é†âÍåß","ìåãﬂç]és","ìåíÜñÏí¨","",167,164,163,107,-,49,7,1,3,-,471,467,460,337,-,109,14,7,4,-,2.8203592814,2.8475609756,2.8220858896,3.1495327103,-,2.2244897959,2.0000000000,7.0000000000,1.3333333333,-
2525,"25213","0450","2","","","","é†âÍåß","ìåãﬂç]és","êºíÜñÏí¨","",158,158,156,104,-,48,4,2,-,-,435,435,430,305,-,113,12,5,-,-,2.7531645570,2.7531645570,2.7564102564,2.9326923077,-,2.3541666667,3.0000000000,2.5000000000,-,-
2526,"25213","0460","2","","","","é†âÍåß","ìåãﬂç]és","è∫òaí¨","",218,218,218,199,-,18,1,-,-,-,670,670,670,635,-,34,1,-,-,-,3.0733944954,3.0733944954,3.0733944954,3.1909547739,-,1.8888888889,1.0000000000,-,-,-
2527,"25213","0470","2","","","","é†âÍåß","ìåãﬂç]és","íÜñÏí¨","",402,382,382,257,-,118,7,-,20,-,1022,1002,1002,809,-,179,14,-,20,-,2.5422885572,2.6230366492,2.6230366492,3.1478599222,-,1.5169491525,2.0000000000,-,1.0000000000,-
2528,"25213","0480","2","","","","é†âÍåß","ìåãﬂç]és","ç°çËí¨","",95,95,94,79,-,15,-,1,-,-,254,254,253,233,-,20,-,1,-,-,2.6736842105,2.6736842105,2.6914893617,2.9493670886,-,1.3333333333,-,1.0000000000,-,-
2529,"25213","0490","2","","","","é†âÍåß","ìåãﬂç]és","ìåç°çËí¨","",26,26,26,25,-,1,-,-,-,-,85,85,85,82,-,3,-,-,-,-,3.2692307692,3.2692307692,3.2692307692,3.2800000000,-,3.0000000000,-,-,-,-
2530,"25213","0500","2","","","","é†âÍåß","ìåãﬂç]és","ç°ñxí¨","",476,475,473,319,129,23,2,2,1,-,1354,1353,1351,1053,233,57,8,2,1,-,2.8445378151,2.8484210526,2.8562367865,3.3009404389,1.8062015504,2.4782608696,4.0000000000,1.0000000000,1.0000000000,-
2531,"25213","0510","2","","","","é†âÍåß","ìåãﬂç]és","è¨ç°í¨","",156,155,153,151,-,2,-,2,1,-,495,493,484,472,-,12,-,9,2,-,3.1730769231,3.1806451613,3.1633986928,3.1258278146,-,6.0000000000,-,4.5000000000,2.0000000000,-
2532,"25213","0520","2","","","","é†âÍåß","ìåãﬂç]és","è¨òeí¨","",962,933,925,597,1,282,45,8,29,-,2455,2417,2388,1819,1,496,72,29,38,-,2.5519750520,2.5905680600,2.5816216216,3.0469011725,1.0000000000,1.7588652482,1.6000000000,3.6250000000,1.3103448276,-
2533,"25213","0530","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésèºîˆí¨","",82,82,81,54,-,26,1,1,-,-,190,190,189,148,-,39,2,1,-,-,2.3170731707,2.3170731707,2.3333333333,2.7407407407,-,1.5000000000,2.0000000000,1.0000000000,-,-
2534,"25213","0540","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésïlñÏí¨","",144,133,131,78,-,45,8,2,11,-,309,293,288,224,-,56,8,5,16,-,2.1458333333,2.2030075188,2.1984732824,2.8717948718,-,1.2444444444,1.0000000000,2.5000000000,1.4545454545,-
2535,"25213","0550","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésìåïlí¨","",257,257,256,132,-,115,9,1,-,-,592,592,591,371,-,199,21,1,-,-,2.3035019455,2.3035019455,2.3085937500,2.8106060606,-,1.7304347826,2.3333333333,1.0000000000,-,-
2536,"25213","0560","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésñ{í¨","",181,171,171,77,-,75,19,-,10,-,318,298,298,196,-,80,22,-,20,-,1.7569060773,1.7426900585,1.7426900585,2.5454545455,-,1.0666666667,1.1578947368,-,2.0000000000,-
2537,"25213","0570","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésí¨","",161,161,160,119,-,31,10,1,-,-,383,383,380,321,-,48,11,3,-,-,2.3788819876,2.3788819876,2.3750000000,2.6974789916,-,1.5483870968,1.1000000000,3.0000000000,-,-
2538,"25213","0580","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésè„îVí¨","",397,389,387,183,-,187,17,2,8,-,852,842,839,484,-,314,41,3,10,-,2.1460957179,2.1645244216,2.1679586563,2.6448087432,-,1.6791443850,2.4117647059,1.5000000000,1.2500000000,-
2539,"25213","0590","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésê¥êÖ","",518,514,512,209,15,260,28,2,4,-,1103,1099,1097,566,32,450,49,2,4,-,2.1293436293,2.1381322957,2.1425781250,2.7081339713,2.1333333333,1.7307692308,1.7500000000,1.0000000000,1.0000000000,-
2540,"25213","059001","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésê¥êÖ","ÇPíöñ⁄",74,74,74,58,-,16,-,-,-,-,185,185,185,154,-,31,-,-,-,-,2.5000000000,2.5000000000,2.5000000000,2.6551724138,-,1.9375000000,-,-,-,-
2541,"25213","059002","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésê¥êÖ","ÇQíöñ⁄",348,346,346,116,15,196,19,-,2,-,692,690,690,312,32,312,34,-,2,-,1.9885057471,1.9942196532,1.9942196532,2.6896551724,2.1333333333,1.5918367347,1.7894736842,-,1.0000000000,-
2542,"25213","059003","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésê¥êÖ","ÇRíöñ⁄",96,94,92,35,-,48,9,2,2,-,226,224,222,100,-,107,15,2,2,-,2.3541666667,2.3829787234,2.4130434783,2.8571428571,-,2.2291666667,1.6666666667,1.0000000000,1.0000000000,-
2543,"25213","0620","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésã‡âÆ","",308,308,304,213,-,86,5,4,-,-,647,647,639,515,-,115,9,8,-,-,2.1006493506,2.1006493506,2.1019736842,2.4178403756,-,1.3372093023,1.8000000000,2.0000000000,-,-
2544,"25213","062001","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésã‡âÆ","ÇPíöñ⁄",73,73,71,49,-,21,1,2,-,-,138,138,135,110,-,23,2,3,-,-,1.8904109589,1.8904109589,1.9014084507,2.2448979592,-,1.0952380952,2.0000000000,1.5000000000,-,-
2545,"25213","062002","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésã‡âÆ","ÇQíöñ⁄",126,126,124,92,-,28,4,2,-,-,272,272,267,223,-,37,7,5,-,-,2.1587301587,2.1587301587,2.1532258065,2.4239130435,-,1.3214285714,1.7500000000,2.5000000000,-,-
2546,"25213","062003","3","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésã‡âÆ","ÇRíöñ⁄",109,109,109,72,-,37,-,-,-,-,237,237,237,182,-,55,-,-,-,-,2.1743119266,2.1743119266,2.1743119266,2.5277777778,-,1.4864864865,-,-,-,-
2547,"25213","0650","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésñÏÅXã{í¨","",98,96,96,63,-,31,2,-,2,-,217,215,215,168,-,45,2,-,2,-,2.2142857143,2.2395833333,2.2395833333,2.6666666667,-,1.4516129032,1.0000000000,-,1.0000000000,-
2548,"25213","0660","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésìåñ{í¨","",258,230,225,142,-,79,4,5,28,-,548,517,508,389,-,115,4,9,31,-,2.1240310078,2.2478260870,2.2577777778,2.7394366197,-,1.4556962025,1.0000000000,1.8000000000,1.1071428571,-
2549,"25213","0670","2","","","","é†âÍåß","ìåãﬂç]és","î™ì˙ésóŒí¨","",433,420,416,96,46,241,33,4,13,-,865,848,838,283,96,406,53,10,17,-,1.9976905312,2.0190476190,2.0144230769,2.9479166667,2.0869565217,1.6846473029,1.6060606061,2.5000000000,1.3076923077,-
2550,"25213","0680","2","","","","é†âÍåß","ìåãﬂç]és","êπìøí¨","",325,324,322,116,-,194,12,2,1,-,666,661,657,354,-,286,17,4,5,-,2.0492307692,2.0401234568,2.0403726708,3.0517241379,-,1.4742268041,1.4166666667,2.0000000000,5.0000000000,-
2551,"25213","0690","2","","","","é†âÍåß","ìåãﬂç]és","ê¬ótí¨","",45,43,43,28,-,14,1,-,2,-,95,93,93,70,-,20,3,-,2,-,2.1111111111,2.1627906977,2.1627906977,2.5000000000,-,1.4285714286,3.0000000000,-,1.0000000000,-
2552,"25213","0700","2","","","","é†âÍåß","ìåãﬂç]és","çKí¨","",156,152,151,50,-,99,2,1,4,-,285,278,277,156,-,119,2,1,7,-,1.8269230769,1.8289473684,1.8344370861,3.1200000000,-,1.2020202020,1.0000000000,1.0000000000,1.7500000000,-
2553,"25213","0710","2","","","","é†âÍåß","ìåãﬂç]és","Ç–ÇŒÇËãuí¨","",306,306,306,122,126,52,6,-,-,-,748,748,748,364,285,93,6,-,-,-,2.4444444444,2.4444444444,2.4444444444,2.9836065574,2.2619047619,1.7884615385,1.0000000000,-,-,-
2554,"25213","0720","2","","","","é†âÍåß","ìåãﬂç]és","ètì˙í¨","",135,134,132,65,27,39,1,2,1,-,335,330,323,183,64,71,5,7,5,-,2.4814814815,2.4626865672,2.4469696970,2.8153846154,2.3703703704,1.8205128205,5.0000000000,3.5000000000,5.0000000000,-
2555,"25213","0730","2","","","","é†âÍåß","ìåãﬂç]és","êπòaí¨","",210,208,208,176,-,31,1,-,2,-,566,563,563,485,-,74,4,-,3,-,2.6952380952,2.7067307692,2.7067307692,2.7556818182,-,2.3870967742,4.0000000000,-,1.5000000000,-
2556,"25213","0740","2","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","",1463,1447,1441,801,82,524,34,6,16,-,3654,3626,3613,2344,216,972,81,13,28,-,2.4976076555,2.5058742225,2.5072866065,2.9263420724,2.6341463415,1.8549618321,2.3823529412,2.1666666667,1.7500000000,-
2557,"25213","074001","3","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","ÇPíöñ⁄",389,385,384,184,-,194,6,1,4,-,868,863,862,531,-,312,19,1,5,-,2.2313624679,2.2415584416,2.2447916667,2.8858695652,-,1.6082474227,3.1666666667,1.0000000000,1.2500000000,-
2558,"25213","074002","3","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","ÇQíöñ⁄",399,393,392,226,-,151,15,1,6,-,964,952,951,637,-,278,36,1,12,-,2.4160401003,2.4223918575,2.4260204082,2.8185840708,-,1.8410596026,2.4000000000,1.0000000000,2.0000000000,-
2559,"25213","074003","3","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","ÇRíöñ⁄",197,193,191,143,-,45,3,2,4,-,548,544,538,452,-,82,4,6,4,-,2.7817258883,2.8186528497,2.8167539267,3.1608391608,-,1.8222222222,1.3333333333,3.0000000000,1.0000000000,-
2560,"25213","074004","3","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","ÇSíöñ⁄",363,362,360,141,82,130,7,2,1,-,945,942,937,418,216,291,12,5,3,-,2.6033057851,2.6022099448,2.6027777778,2.9645390071,2.6341463415,2.2384615385,1.7142857143,2.5000000000,3.0000000000,-
2561,"25213","074005","3","","","","é†âÍåß","ìåãﬂç]és","â´ñÏ","ÇTíöñ⁄",115,114,114,107,-,4,3,-,1,-,329,325,325,306,-,9,10,-,4,-,2.8608695652,2.8508771930,2.8508771930,2.8598130841,-,2.2500000000,3.3333333333,-,4.0000000000,-
2562,"25213","0790","2","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","",1711,1624,1613,803,-,758,52,11,87,-,3755,3652,3635,2338,-,1222,75,17,103,-,2.1946230275,2.2487684729,2.2535647861,2.9115815691,-,1.6121372032,1.4423076923,1.5454545455,1.1839080460,-
2563,"25213","079001","3","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","ÇPíöñ⁄",315,276,273,53,-,208,12,3,39,-,576,537,533,175,-,333,25,4,39,-,1.8285714286,1.9456521739,1.9523809524,3.3018867925,-,1.6009615385,2.0833333333,1.3333333333,1.0000000000,-
2564,"25213","079002","3","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","ÇQíöñ⁄",541,515,513,200,-,290,23,2,26,-,1086,1055,1053,596,-,434,23,2,31,-,2.0073937153,2.0485436893,2.0526315789,2.9800000000,-,1.4965517241,1.0000000000,1.0000000000,1.1923076923,-
2565,"25213","079003","3","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","ÇRíöñ⁄",345,338,338,198,-,130,10,-,7,-,894,884,884,652,-,221,11,-,10,-,2.5913043478,2.6153846154,2.6153846154,3.2929292929,-,1.7000000000,1.1000000000,-,1.4285714286,-
2566,"25213","079004","3","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","ÇSíöñ⁄",151,150,149,76,-,68,5,1,1,-,340,337,334,205,-,118,11,3,3,-,2.2516556291,2.2466666667,2.2416107383,2.6973684211,-,1.7352941176,2.2000000000,3.0000000000,3.0000000000,-
2567,"25213","079005","3","","","","é†âÍåß","ìåãﬂç]és","ìåâ´ñÏ","ÇTíöñ⁄",359,345,340,276,-,62,2,5,14,-,859,839,831,710,-,116,5,8,20,-,2.3927576602,2.4318840580,2.4441176471,2.5724637681,-,1.8709677419,2.5000000000,1.6000000000,1.4285714286,-
2568,"25213","0840","2","","","","é†âÍåß","ìåãﬂç]és","ïzà¯ë‰","",248,248,248,245,-,3,-,-,-,-,771,771,771,759,-,12,-,-,-,-,3.1088709677,3.1088709677,3.1088709677,3.0979591837,-,4.0000000000,-,-,-,-
2569,"25213","084001","3","","","","é†âÍåß","ìåãﬂç]és","ïzà¯ë‰","ÇPíöñ⁄",131,131,131,130,-,1,-,-,-,-,393,393,393,391,-,2,-,-,-,-,3.0000000000,3.0000000000,3.0000000000,3.0076923077,-,2.0000000000,-,-,-,-
2570,"25213","084002","3","","","","é†âÍåß","ìåãﬂç]és","ïzà¯ë‰","ÇQíöñ⁄",117,117,117,115,-,2,-,-,-,-,378,378,378,368,-,10,-,-,-,-,3.2307692308,3.2307692308,3.2307692308,3.2000000000,-,5.0000000000,-,-,-,-
2571,"25213","0850","2","","","","é†âÍåß","ìåãﬂç]és","êŒíJí¨","",96,95,95,95,-,-,-,-,1,-,332,327,327,327,-,-,-,-,5,-,3.4583333333,3.4421052632,3.4421052632,3.4421052632,-,-,-,-,5.0000000000,-
2572,"25213","085001","3","","","","é†âÍåß","ìåãﬂç]és","êŒíJí¨","",57,56,56,56,-,-,-,-,1,-,201,196,196,196,-,-,-,-,5,-,3.5263157895,3.5000000000,3.5000000000,3.5000000000,-,-,-,-,5.0000000000,-
2573,"25213","085002","3","","","","é†âÍåß","ìåãﬂç]és","êŒíJí¨","",13,13,13,13,-,-,-,-,-,-,45,45,45,45,-,-,-,-,-,-,3.4615384615,3.4615384615,3.4615384615,3.4615384615,-,-,-,-,-,-
2574,"25213","085003","3","","","","é†âÍåß","ìåãﬂç]és","êŒíJí¨","",26,26,26,26,-,-,-,-,-,-,86,86,86,86,-,-,-,-,-,-,3.3076923077,3.3076923077,3.3076923077,3.3076923077,-,-,-,-,-,-
2575,"25213","0860","2","","","","é†âÍåß","ìåãﬂç]és","àÍéÆí¨","",70,69,69,69,-,-,-,-,1,-,226,223,223,223,-,-,-,-,3,-,3.2285714286,3.2318840580,3.2318840580,3.2318840580,-,-,-,-,3.0000000000,-
2576,"25213","086001","3","","","","é†âÍåß","ìåãﬂç]és","àÍéÆí¨","",64,63,63,63,-,-,-,-,1,-,205,202,202,202,-,-,-,-,3,-,3.2031250000,3.2063492063,3.2063492063,3.2063492063,-,-,-,-,3.0000000000,-
2577,"25213","086002","3","","","","é†âÍåß","ìåãﬂç]és","àÍéÆí¨","",6,6,6,6,-,-,-,-,-,-,21,21,21,21,-,-,-,-,-,-,3.5000000000,3.5000000000,3.5000000000,3.5000000000,-,-,-,-,-,-
2578,"25213","0870","2","","","","é†âÍåß","ìåãﬂç]és","êVèoí¨","",26,26,26,26,-,-,-,-,-,-,79,79,79,79,-,-,-,-,-,-,3.0384615385,3.0384615385,3.0384615385,3.0384615385,-,-,-,-,-,-
2579,"25213","0880","2","","","","é†âÍåß","ìåãﬂç]és","éså¥ñÏí¨","",119,119,119,119,-,-,-,-,-,-,374,374,374,374,-,-,-,-,-,-,3.1428571429,3.1428571429,3.1428571429,3.1428571429,-,-,-,-,-,-
2580,"25213","088001","3","","","","é†âÍåß","ìåãﬂç]és","éså¥ñÏí¨","",97,97,97,97,-,-,-,-,-,-,308,308,308,308,-,-,-,-,-,-,3.1752577320,3.1752577320,3.1752577320,3.1752577320,-,-,-,-,-,-
2581,"25213","088002","3","","","","é†âÍåß","ìåãﬂç]és","éså¥ñÏí¨","î@óà",22,22,22,22,-,-,-,-,-,-,66,66,66,66,-,-,-,-,-,-,3.0000000000,3.0000000000,3.0000000000,3.0000000000,-,-,-,-,-,-
2582,"25213","0890","2","","","","é†âÍåß","ìåãﬂç]és","çÇñÿí¨","",110,110,110,109,-,-,1,-,-,-,371,371,371,369,-,-,2,-,-,-,3.3727272727,3.3727272727,3.3727272727,3.3853211009,-,-,2.0000000000,-,-,-
2583,"25213","0900","2","","","","é†âÍåß","ìåãﬂç]és","è„ìÒñìí¨","",67,67,67,57,10,-,-,-,-,-,252,252,252,229,23,-,-,-,-,-,3.7611940299,3.7611940299,3.7611940299,4.0175438596,2.3000000000,-,-,-,-,-
2584,"25213","090001","3","","","","é†âÍåß","ìåãﬂç]és","è„ìÒñìí¨","",55,55,55,55,-,-,-,-,-,-,224,224,224,224,-,-,-,-,-,-,4.0727272727,4.0727272727,4.0727272727,4.0727272727,-,-,-,-,-,-
2585,"25213","090002","3","","","","é†âÍåß","ìåãﬂç]és","è„ìÒñìí¨","",12,12,12,2,10,-,-,-,-,-,28,28,28,5,23,-,-,-,-,-,2.3333333333,2.3333333333,2.3333333333,2.5000000000,2.3000000000,-,-,-,-,-
2586,"25213","0910","2","","","","é†âÍåß","ìåãﬂç]és","írîVòeí¨","",28,27,27,27,-,-,-,-,1,-,97,95,95,95,-,-,-,-,2,-,3.4642857143,3.5185185185,3.5185185185,3.5185185185,-,-,-,-,2.0000000000,-
2587,"25213","0920","2","","","","é†âÍåß","ìåãﬂç]és","çbí√î®í¨","",146,146,146,146,-,-,-,-,-,-,421,421,421,421,-,-,-,-,-,-,2.8835616438,2.8835616438,2.8835616438,2.8835616438,-,-,-,-,-,-
2588,"25213","0930","2","","","","é†âÍåß","ìåãﬂç]és","òaìÏí¨","",66,66,66,64,-,2,-,-,-,-,196,196,196,192,-,4,-,-,-,-,2.9696969697,2.9696969697,2.9696969697,3.0000000000,-,2.0000000000,-,-,-,-
2589,"25213","0940","2","","","","é†âÍåß","ìåãﬂç]és","éRè„í¨","",379,375,371,333,24,8,6,4,4,-,1266,1250,1237,1138,67,16,16,13,16,-,3.3403693931,3.3333333333,3.3342318059,3.4174174174,2.7916666667,2.0000000000,2.6666666667,3.2500000000,4.0000000000,-
2590,"25213","094001","3","","","","é†âÍåß","ìåãﬂç]és","éRè„í¨","",13,13,13,12,-,1,-,-,-,-,43,43,43,41,-,2,-,-,-,-,3.3076923077,3.3076923077,3.3076923077,3.4166666667,-,2.0000000000,-,-,-,-
2591,"25213","094003","3","","","","é†âÍåß","ìåãﬂç]és","éRè„í¨","",366,362,358,321,24,7,6,4,4,-,1223,1207,1194,1097,67,14,16,13,16,-,3.3415300546,3.3342541436,3.3351955307,3.4174454829,2.7916666667,2.0000000000,2.6666666667,3.2500000000,4.0000000000,-
2592,"25213","0941","2","","","","é†âÍåß","ìåãﬂç]és","ê¬ñÏí¨","",190,188,188,170,-,18,-,-,2,-,569,557,557,533,-,24,-,-,12,-,2.9947368421,2.9627659574,2.9627659574,3.1352941176,-,1.3333333333,-,-,6.0000000000,-
2593,"25213","094101","3","","","","é†âÍåß","ìåãﬂç]és","ê¬ñÏí¨","",179,177,177,159,-,18,-,-,2,-,540,528,528,504,-,24,-,-,12,-,3.0167597765,2.9830508475,2.9830508475,3.1698113208,-,1.3333333333,-,-,6.0000000000,-
2594,"25213","094102","3","","","","é†âÍåß","ìåãﬂç]és","ê¬ñÏí¨","",11,11,11,11,-,-,-,-,-,-,29,29,29,29,-,-,-,-,-,-,2.6363636364,2.6363636364,2.6363636364,2.6363636364,-,-,-,-,-,-
2595,"25213","0950","2","","","","é†âÍåß","ìåãﬂç]és","âiåπéõçÇñÏí¨","",117,117,117,112,-,3,2,-,-,-,392,392,392,371,-,13,8,-,-,-,3.3504273504,3.3504273504,3.3504273504,3.3125000000,-,4.3333333333,4.0000000000,-,-,-
2596,"25213","0960","2","","","","é†âÍåß","ìåãﬂç]és","âiåπéõëäíJí¨","",109,108,108,107,-,-,1,-,1,-,329,327,327,325,-,-,2,-,2,-,3.0183486239,3.0277777778,3.0277777778,3.0373831776,-,-,2.0000000000,-,2.0000000000,-
2597,"25213","0970","2","","","","é†âÍåß","ìåãﬂç]és","ç≤ñ⁄í¨","",7,7,7,7,-,-,-,-,-,-,20,20,20,20,-,-,-,-,-,-,2.8571428571,2.8571428571,2.8571428571,2.8571428571,-,-,-,-,-,-
2598,"25213","0980","2","","","","é†âÍåß","ìåãﬂç]és","äûîˆí¨","",6,6,6,6,-,-,-,-,-,-,13,13,13,13,-,-,-,-,-,-,2.1666666667,2.1666666667,2.1666666667,2.1666666667,-,-,-,-,-,-
2599,"25213","0990","2","","","","é†âÍåß","ìåãﬂç]és","ã„ãèê£í¨","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2600,"25213","1000","2","","","","é†âÍåß","ìåãﬂç]és","‰¯î®í¨","",13,13,13,13,-,-,-,-,-,-,31,31,31,31,-,-,-,-,-,-,2.3846153846,2.3846153846,2.3846153846,2.3846153846,-,-,-,-,-,-
2601,"25213","1010","2","","","","é†âÍåß","ìåãﬂç]és","ûYótîˆí¨","",54,53,53,52,-,-,1,-,1,-,124,123,123,122,-,-,1,-,1,-,2.2962962963,2.3207547170,2.3207547170,2.3461538462,-,-,1.0000000000,-,1.0000000000,-
2602,"25213","1020","2","","","","é†âÍåß","ìåãﬂç]és","â©òaìcí¨","",22,22,22,22,-,-,-,-,-,-,57,57,57,57,-,-,-,-,-,-,2.5909090909,2.5909090909,2.5909090909,2.5909090909,-,-,-,-,-,-
2603,"25213","1030","2","","","","é†âÍåß","ìåãﬂç]és","ê≠èäí¨","",52,52,52,47,-,4,1,-,-,-,94,94,94,85,-,8,1,-,-,-,1.8076923077,1.8076923077,1.8076923077,1.8085106383,-,2.0000000000,1.0000000000,-,-,-
2604,"25213","1040","2","çáéZínàÊÇ†ÇË","","1050","é†âÍåß","ìåãﬂç]és","ñ•êÏí¨","",13,13,13,12,-,1,-,-,-,-,20,20,20,18,-,2,-,-,-,-,1.5384615385,1.5384615385,1.5384615385,1.5000000000,-,2.0000000000,-,-,-,-
2605,"25213","1050","2","îÈìΩínàÊ","1040","","é†âÍåß","ìåãﬂç]és","ïgíJí¨","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2606,"25213","1060","2","","","","é†âÍåß","ìåãﬂç]és","åNÉPî®í¨","",17,17,17,16,-,-,1,-,-,-,28,28,28,27,-,-,1,-,-,-,1.6470588235,1.6470588235,1.6470588235,1.6875000000,-,-,1.0000000000,-,-,-
