1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
2374,"25212","0490","2","","","","é†âÍåß","çÇìáés","ç°í√í¨äpêÏ","",36,20,16,12,1,4,-,16,-,2,66,50,36,24,3,14,-,16,-,8,1.8333333333,2.5000000000,2.2500000000,2.0000000000,3.0000000000,3.5000000000,-,1.0000000000,-,4.0000000000,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,32,16,12,9,1,4,-,16,-,2,24,8,8,8,-,-,-,16,-,-
2375,"25212","0500","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ï€ç‚","",22,14,12,7,4,2,-,8,-,1,45,37,29,14,13,8,-,8,-,5,2.0454545455,2.6428571429,2.4166666667,2.0000000000,3.2500000000,4.0000000000,-,1.0000000000,-,5.0000000000,-,-,-,-,-,-,-,-,-,-,3,3,2,-,2,1,-,-,-,1,19,12,10,7,3,2,-,7,-,1,15,8,7,7,-,1,-,7,-,-
2376,"25212","0510","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ìríÜíJ","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2377,"25212","0520","2","çáéZínàÊÇ†ÇË","","0530","é†âÍåß","çÇìáés","ç°í√í¨ñ∏êÏ","",23,11,9,6,2,2,-,12,-,1,46,34,25,12,11,9,-,12,-,4,2.0000000000,3.0909090909,2.7777777778,2.0000000000,5.5000000000,4.5000000000,-,1.0000000000,-,4.0000000000,1,1,1,-,1,-,-,-,-,-,2,2,2,-,2,-,-,-,-,-,18,9,7,6,-,2,-,9,-,1,15,6,6,6,-,-,-,9,-,-
2378,"25212","0530","2","îÈìΩínàÊ","0520","","é†âÍåß","çÇìáés","ç°í√í¨êôéR","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2379,"25212","0540","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ìVëùêÏ","",10,3,3,1,-,-,-,7,-,-,13,6,6,2,-,-,-,7,-,-,1.3000000000,2.0000000000,2.0000000000,2.0000000000,-,-,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,3,3,1,-,-,-,4,-,-,5,1,1,1,-,-,-,4,-,-
2380,"25212","0550","2","","","","é†âÍåß","çÇìáés","ç°í√í¨í«ï™","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2381,"25212","0560","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ã∑éR","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2382,"25212","0570","2","","","","é†âÍåß","çÇìáés","ãÄñÿésèÍ","",147,108,74,29,35,34,-,39,-,20,393,354,211,58,132,143,-,39,-,100,2.6734693878,3.2777777778,2.8513513514,2.0000000000,3.7714285714,4.2058823529,-,1.0000000000,-,5.0000000000,14,14,10,-,10,4,-,-,-,4,32,32,21,-,21,11,-,-,-,11,93,69,36,20,9,33,-,24,-,19,41,17,17,16,1,-,-,24,-,-
2383,"25212","0580","2","","","","é†âÍåß","çÇìáés","ãÄñÿñÏêK","",97,65,51,31,10,14,1,30,1,11,227,192,127,62,39,65,3,30,2,53,2.3402061856,2.9538461538,2.4901960784,2.0000000000,3.9000000000,4.6428571429,3.0000000000,1.0000000000,2.0000000000,4.8181818182,5,5,3,-,3,2,-,-,-,2,19,19,12,-,8,7,-,-,-,6,59,39,26,20,2,13,1,19,-,11,36,17,17,17,-,-,-,19,-,-
2384,"25212","0590","2","","","","é†âÍåß","çÇìáés","ãÄñÿçrêÏ","",77,66,59,27,21,7,-,11,-,6,214,203,164,54,84,39,-,11,-,35,2.7792207792,3.0757575758,2.7796610169,2.0000000000,4.0000000000,5.5714285714,-,1.0000000000,-,5.8333333333,10,10,8,-,7,2,-,-,-,2,23,23,19,-,15,4,-,-,-,4,37,30,25,19,-,5,-,7,-,5,21,14,14,14,-,-,-,7,-,-
2385,"25212","0600","2","","","","é†âÍåß","çÇìáés","ãÄñÿñÉê∂","",42,25,19,11,6,6,-,17,-,5,95,78,53,22,26,25,-,17,-,23,2.2619047619,3.1200000000,2.7894736842,2.0000000000,4.3333333333,4.1666666667,-,1.0000000000,-,4.6000000000,2,2,1,-,1,1,-,-,-,1,6,6,5,-,4,1,-,-,-,1,31,18,13,10,2,5,-,13,-,4,22,9,9,9,-,-,-,13,-,-
2386,"25212","0610","2","","","","é†âÍåß","çÇìáés","ãÄñÿínéqå¥","",29,20,15,12,2,5,-,9,-,3,67,58,34,24,8,24,-,9,-,18,2.3103448276,2.9000000000,2.2666666667,2.0000000000,4.0000000000,4.8000000000,-,1.0000000000,-,6.0000000000,1,1,-,-,-,1,-,-,-,1,3,3,1,-,1,2,-,-,-,2,18,14,9,7,1,5,-,4,-,3,10,6,6,6,-,-,-,4,-,-
2387,"25212","0620","2","","","","é†âÍåß","çÇìáés","ãÄñÿâ_ì¥íJ","",28,21,11,5,2,10,-,7,-,3,68,61,26,10,7,35,-,7,-,12,2.4285714286,2.9047619048,2.3636363636,2.0000000000,3.5000000000,3.5000000000,-,1.0000000000,-,4.0000000000,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,26,19,9,4,1,10,-,7,-,3,12,5,4,3,-,1,-,7,-,-
2388,"25212","0630","2","","","","é†âÍåß","çÇìáés","ãÄñÿî\â∆","",6,3,3,3,-,-,-,3,-,-,9,6,6,6,-,-,-,3,-,-,1.5000000000,2.0000000000,2.0000000000,2.0000000000,-,-,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,3,3,-,-,-,2,-,-,5,3,3,3,-,-,-,2,-,-
2389,"25212","0640","2","","","","é†âÍåß","çÇìáés","ãÄñÿè¨ì¸íJ","",8,2,2,1,1,-,-,6,-,-,14,8,8,2,6,-,-,6,-,-,1.7500000000,4.0000000000,4.0000000000,2.0000000000,6.0000000000,-,-,1.0000000000,-,-,1,1,1,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,2,-,-
2390,"25212","0650","2","çáéZínàÊÇ†ÇË","","0660","é†âÍåß","çÇìáés","ãÄñÿê∂êô","",19,9,9,3,4,-,-,10,-,-,34,24,24,6,14,-,-,10,-,-,1.7894736842,2.6666666667,2.6666666667,2.0000000000,3.5000000000,-,-,1.0000000000,-,-,1,1,1,-,1,-,-,-,-,-,4,4,4,-,3,-,-,-,-,-,10,5,5,3,1,-,-,5,-,-,8,3,3,3,-,-,-,5,-,-
2391,"25212","0660","2","îÈìΩínàÊ","0650","","é†âÍåß","çÇìáés","ãÄñÿíÜñq","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2392,"25212","0670","2","","","","é†âÍåß","çÇìáés","ãÄñÿå√âÆ","",6,4,4,4,-,-,-,2,-,-,10,8,8,8,-,-,-,2,-,-,1.6666666667,2.0000000000,2.0000000000,2.0000000000,-,-,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,3,3,-,-,-,2,-,-,5,3,3,3,-,-,-,2,-,-
2393,"25212","0680","2","","","","é†âÍåß","çÇìáés","ãÄñÿåKå¥","",9,7,5,3,1,2,-,2,-,-,19,17,11,6,3,6,-,2,-,-,2.1111111111,2.4285714286,2.2000000000,2.0000000000,3.0000000000,3.0000000000,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,4,2,1,2,-,2,-,-,5,3,2,2,-,1,-,2,-,-
2394,"25212","0690","2","","","","é†âÍåß","çÇìáés","ãÄñÿïΩó«","",10,5,4,4,-,1,-,5,-,1,18,13,8,8,-,5,-,5,-,5,1.8000000000,2.6000000000,2.0000000000,2.0000000000,-,5.0000000000,-,1.0000000000,-,5.0000000000,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,9,5,4,4,-,1,-,4,-,1,7,3,3,3,-,-,-,4,-,-
2395,"25212","0700","2","","","","é†âÍåß","çÇìáés","ãÄñÿè¨êÏ","",12,4,3,3,-,1,-,8,-,1,20,12,6,6,-,6,-,8,-,6,1.6666666667,3.0000000000,2.0000000000,2.0000000000,-,6.0000000000,-,1.0000000000,-,6.0000000000,1,1,-,-,-,1,-,-,-,1,1,1,-,-,-,1,-,-,-,1,9,3,2,2,-,1,-,6,-,1,8,2,2,2,-,-,-,6,-,-
2396,"25212","0710","2","","","","é†âÍåß","çÇìáés","ãÄñÿì»ê∂","",40,28,22,15,3,6,2,10,-,1,81,65,48,30,10,17,6,10,-,4,2.0250000000,2.3214285714,2.1818181818,2.0000000000,3.3333333333,2.8333333333,3.0000000000,1.0000000000,-,4.0000000000,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,31,22,16,12,1,6,2,7,-,1,18,11,9,9,-,2,-,7,-,-
2397,"25212","0720","2","","","","é†âÍåß","çÇìáés","ãÄñÿë∫à‰","",33,20,16,7,8,4,-,13,-,3,75,62,45,14,27,17,-,13,-,14,2.2727272727,3.1000000000,2.8125000000,2.0000000000,3.3750000000,4.2500000000,-,1.0000000000,-,4.6666666667,1,1,1,-,1,-,-,-,-,-,6,6,5,-,4,1,-,-,-,1,27,15,11,7,4,4,-,12,-,3,17,5,5,5,-,-,-,12,-,-
2398,"25212","0730","2","","","","é†âÍåß","çÇìáés","ãÄñÿëÂñÏ","",22,17,12,6,5,5,-,5,-,3,56,51,31,12,17,20,-,5,-,13,2.5454545455,3.0000000000,2.5833333333,2.0000000000,3.4000000000,4.0000000000,-,1.0000000000,-,4.3333333333,2,2,1,-,1,1,-,-,-,1,4,4,2,-,2,2,-,-,-,2,15,11,7,4,2,4,-,4,-,2,7,3,3,3,-,-,-,4,-,-
2399,"25212","0740","2","","","","é†âÍåß","çÇìáés","ãÄñÿå√êÏ","",28,20,14,7,2,6,-,8,-,2,62,54,30,14,6,24,-,8,-,10,2.2142857143,2.7000000000,2.1428571429,2.0000000000,3.0000000000,4.0000000000,-,1.0000000000,-,5.0000000000,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,25,19,13,7,2,6,-,6,-,2,14,8,8,7,-,-,-,6,-,-
2400,"25212","0750","2","","","","é†âÍåß","çÇìáés","ãÄñÿä‚ê£","",40,33,15,10,4,18,1,6,-,13,133,125,37,20,15,88,2,6,-,73,3.3250000000,3.7878787879,2.4666666667,2.0000000000,3.7500000000,4.8888888889,2.0000000000,1.0000000000,-,5.6153846154,2,2,-,-,-,2,-,-,-,2,8,8,-,-,-,8,-,-,-,8,34,28,12,8,4,16,1,5,-,11,12,6,6,6,-,-,1,5,-,-
2401,"25212","0760","2","","","","é†âÍåß","çÇìáés","ãÄñÿîê","",17,9,5,-,5,4,1,7,-,3,47,36,17,-,17,19,4,7,-,16,2.7647058824,4.0000000000,3.4000000000,-,3.4000000000,4.7500000000,4.0000000000,1.0000000000,-,5.3333333333,3,2,2,-,2,-,1,-,-,-,7,6,3,-,3,3,1,-,-,3,12,4,-,-,-,4,1,7,-,3,8,1,-,-,-,1,-,7,-,-
2402,"25212","0770","2","","","","é†âÍåß","çÇìáés","ãÄñÿã{ëOñV","",57,30,18,10,6,12,-,27,-,11,140,113,43,20,19,70,-,27,-,68,2.4561403509,3.7666666667,2.3888888889,2.0000000000,3.1666666667,5.8333333333,-,1.0000000000,-,6.1818181818,4,4,1,-,1,3,-,-,-,3,9,9,1,-,1,8,-,-,-,8,34,25,13,7,5,12,-,9,-,11,16,7,6,6,-,1,-,9,-,-
2403,"25212","0780","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨â∫å√âÍ","",104,82,54,18,22,28,3,19,-,22,299,274,153,36,83,121,6,19,-,103,2.8750000000,3.3414634146,2.8333333333,2.0000000000,3.7727272727,4.3214285714,2.0000000000,1.0000000000,-,4.6818181818,13,13,8,-,6,5,-,-,-,5,25,25,15,-,9,10,-,-,-,10,66,53,26,14,7,27,2,11,-,21,24,13,12,12,-,1,-,11,-,-
2404,"25212","0790","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨è„å√âÍ","",128,96,70,28,29,26,-,32,-,22,348,316,191,56,104,125,-,32,-,113,2.7187500000,3.2916666667,2.7285714286,2.0000000000,3.5862068966,4.8076923077,-,1.0000000000,-,5.1363636364,3,3,3,-,3,-,-,-,-,-,21,21,11,-,9,10,-,-,-,10,94,71,47,21,16,24,-,23,-,22,43,20,20,19,-,-,-,23,-,-
2405,"25212","0800","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨í∑îˆ","",62,50,36,18,15,14,-,12,-,8,164,152,95,36,52,57,-,12,-,41,2.6451612903,3.0400000000,2.6388888889,2.0000000000,3.4666666667,4.0714285714,-,1.0000000000,-,5.1250000000,1,1,1,-,1,-,-,-,-,-,9,9,4,-,4,5,-,-,-,5,44,33,20,14,3,13,-,11,-,8,23,12,11,11,-,1,-,11,-,-
2406,"25212","0810","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜñÏ","",84,67,47,18,18,20,1,16,-,16,240,221,121,36,62,100,3,16,-,85,2.8571428571,3.2985074627,2.5744680851,2.0000000000,3.4444444444,5.0000000000,3.0000000000,1.0000000000,-,5.3125000000,7,7,3,-,2,4,-,-,-,4,17,17,8,-,7,9,-,-,-,9,64,53,36,17,10,17,1,10,-,14,26,16,16,14,-,-,-,10,-,-
2407,"25212","0820","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ìÏå√âÍ","",112,91,70,31,29,21,-,21,-,12,308,287,196,62,110,91,-,21,-,61,2.7500000000,3.1538461538,2.8000000000,2.0000000000,3.7931034483,4.3333333333,-,1.0000000000,-,5.0833333333,7,7,6,-,6,1,-,-,-,1,19,19,16,-,16,3,-,-,-,3,75,59,38,20,10,21,-,16,-,12,29,13,13,13,-,-,-,16,-,-
2408,"25212","0830","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ìcíÜ","",896,678,529,200,262,149,4,214,-,104,2391,2168,1515,400,959,653,9,214,-,512,2.6685267857,3.1976401180,2.8638941399,2.0000000000,3.6603053435,4.3825503356,2.2500000000,1.0000000000,-,4.9230769231,82,82,73,-,70,9,-,-,-,9,192,191,148,-,131,43,-,1,-,43,482,379,241,134,70,138,1,102,-,95,224,122,113,109,-,9,-,102,-,-
2409,"25212","0840","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨éOîˆó¢","",88,70,46,18,19,24,1,17,-,20,272,251,128,36,73,123,4,17,-,107,3.0909090909,3.5857142857,2.7826086957,2.0000000000,3.8421052632,5.1250000000,4.0000000000,1.0000000000,-,5.3500000000,4,4,3,-,3,1,-,-,-,1,19,19,8,-,8,11,-,-,-,11,58,46,24,14,4,22,1,11,-,18,26,15,15,14,-,-,-,11,-,-
2410,"25212","0850","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨êºñúñÿ","",765,509,414,154,177,95,9,245,2,75,1845,1577,1135,308,633,442,18,245,5,381,2.4117647059,3.0982318271,2.7415458937,2.0000000000,3.5762711864,4.6526315789,2.0000000000,1.0000000000,2.5000000000,5.0800000000,91,91,77,-,70,14,-,-,-,14,186,183,141,-,114,42,-,3,-,40,304,225,137,75,32,88,2,77,-,69,144,67,62,59,-,5,-,77,-,-
2411,"25212","0860","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨å‹î‘óÃ","",120,102,85,19,53,17,1,17,-,14,365,346,266,38,202,80,2,17,-,71,3.0416666667,3.3921568627,3.1294117647,2.0000000000,3.8113207547,4.7058823529,2.0000000000,1.0000000000,-,5.0714285714,12,12,11,-,11,1,-,-,-,1,37,37,31,-,29,6,-,-,-,6,60,50,34,14,10,16,1,9,-,13,21,12,11,10,-,1,-,9,-,-
2412,"25212","0870","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨èÌî÷ñÿ","",182,147,99,43,44,48,1,34,-,37,520,482,265,86,151,217,4,34,-,181,2.8571428571,3.2789115646,2.6767676768,2.0000000000,3.4318181818,4.5208333333,4.0000000000,1.0000000000,-,4.8918918919,14,14,8,-,8,6,-,-,-,6,36,36,18,-,17,18,-,-,-,18,124,97,50,27,14,47,1,26,-,36,48,22,21,21,-,1,-,26,-,-
2413,"25212","0880","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜâõ","",218,116,102,33,52,14,2,100,-,6,453,348,292,66,185,56,5,100,-,33,2.0779816514,3.0000000000,2.8627450980,2.0000000000,3.5576923077,4.0000000000,2.5000000000,1.0000000000,-,5.5000000000,27,27,24,-,23,3,-,-,-,3,46,46,41,-,33,5,-,-,-,4,53,36,25,18,3,11,1,16,-,4,33,17,17,16,-,-,-,16,-,-
2414,"25212","088001","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜâõ","ÇPíöñ⁄",68,18,16,6,3,2,-,50,-,-,93,43,36,12,9,7,-,50,-,-,1.3676470588,2.3888888889,2.2500000000,2.0000000000,3.0000000000,3.5000000000,-,1.0000000000,-,-,1,1,1,-,1,-,-,-,-,-,6,6,6,-,2,-,-,-,-,-,10,6,4,2,-,2,-,4,-,-,7,3,3,2,-,-,-,4,-,-
2415,"25212","088002","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜâõ","ÇQíöñ⁄",47,20,19,7,11,1,1,26,-,-,86,58,56,14,40,2,2,26,-,-,1.8297872340,2.9000000000,2.9473684211,2.0000000000,3.6363636364,2.0000000000,2.0000000000,1.0000000000,-,-,7,7,7,-,7,-,-,-,-,-,8,8,8,-,7,-,-,-,-,-,9,5,5,5,-,-,-,4,-,-,8,4,4,4,-,-,-,4,-,-
2416,"25212","088003","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜâõ","éOíöñ⁄",49,41,35,10,20,6,1,7,-,2,135,125,102,20,68,23,3,7,-,11,2.7551020408,3.0487804878,2.9142857143,2.0000000000,3.4000000000,3.8333333333,3.0000000000,1.0000000000,-,5.5000000000,11,11,10,-,10,1,-,-,-,1,18,18,16,-,14,2,-,-,-,1,19,15,9,7,2,6,1,3,-,2,10,7,7,7,-,-,-,3,-,-
2417,"25212","088004","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨íÜâõ","ÇSíöñ⁄",54,37,32,10,18,5,-,17,-,4,139,122,98,20,68,24,-,17,-,22,2.5740740741,3.2972972973,3.0625000000,2.0000000000,3.7777777778,4.8000000000,-,1.0000000000,-,5.5000000000,8,8,6,-,5,2,-,-,-,2,14,14,11,-,10,3,-,-,-,3,15,10,7,4,1,3,-,5,-,2,8,3,3,3,-,-,-,5,-,-
2418,"25212","0890","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ññçL","",85,51,48,15,23,3,-,32,2,2,190,153,139,30,86,14,-,32,5,11,2.2352941176,3.0000000000,2.8958333333,2.0000000000,3.7391304348,4.6666666667,-,1.0000000000,2.5000000000,5.5000000000,8,8,7,-,6,1,-,-,-,1,19,19,18,-,14,1,-,-,-,1,17,13,10,7,1,3,-,4,-,2,11,7,7,7,-,-,-,4,-,-
2419,"25212","089001","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ññçL","ÇPíöñ⁄",10,8,8,4,4,-,-,2,-,-,24,22,22,8,14,-,-,2,-,-,2.4000000000,2.7500000000,2.7500000000,2.0000000000,3.5000000000,-,-,1.0000000000,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,2,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-
2420,"25212","089002","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ññçL","ìÒíöñ⁄",11,11,10,3,4,1,-,-,-,1,33,33,29,6,15,4,-,-,-,4,3.0000000000,3.0000000000,2.9000000000,2.0000000000,3.7500000000,4.0000000000,-,-,-,4.0000000000,2,2,2,-,1,-,-,-,-,-,5,5,5,-,2,-,-,-,-,-,4,4,3,2,1,1,-,-,-,1,2,2,2,2,-,-,-,-,-,-
2421,"25212","089003","3","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ññçL","éOíöñ⁄",50,20,20,5,9,-,-,28,2,-,90,57,57,10,34,-,-,28,5,-,1.8000000000,2.8500000000,2.8500000000,2.0000000000,3.7777777778,-,-,1.0000000000,2.5000000000,-,4,4,4,-,4,-,-,-,-,-,8,8,8,-,7,-,-,-,-,-,7,3,3,1,-,-,-,4,-,-,5,1,1,1,-,-,-,4,-,-
